idx	tier	date	link	insts	venue	title
138	A	2026-04	arxiv.org/abs/2604.05830v1	?	arXiv (Cornell University)	"OK Aura, Be Fair With Me": Demographics-Agnostic Training for Bias Mitigation in Wake-up Word Detection
139	C	2026-04	10.5281/zenodo.19441067	Ghent University Hospital	Zenodo (CERN European Organization for N	Dataset of Byzantine Book Epigrams
140	A	2026-04	arxiv.org/abs/2604.03689v1	?	arXiv (Cornell University)	MALEFA: Multi-grAnularity Learning and Effective False Alarm Suppression for Zero-shot Keyword Spotting
141	C	2026-04	10.46647/icetetas095	CSL (Switzerland)	Research Digest on Engineering Managemen	A Privacy-Centric Framework for Autonomous Desktop Orchestration Using Local LLMs and Voice-Driven Workflows
142	C	2026-04	10.5281/zenodo.19415793	Prompt (Canada); Google (United States); Google DeepMind (United Kingdom); Renewable Energy Systems (United States)	Zenodo (CERN European Organization for N	Desk Robots: Privacy, Power, or Annoyance?
143	C	2026-04	10.1145/3786682	University of Utah	Proceedings of the ACM on Management of 	Qualitative Join Discovery in Data Lakes using Examples
144	C	2026-03	10.1016/j.specom.2026.103392	National Institute of Technology Sikkim; Aalto University	Speech Communication	A study on the layer-wise transferability of self-supervised learning features for children’s speech processing tasks
145	A	2026-03	10.54097/4btbhd09	Southeast University	Academic Journal of Science and Technolo	FPGA-based Keyword Spotting Accelerator with Data Reuse Optimization
146	C	2026-03	10.5281/zenodo.19335684	Universal College	Zenodo (CERN European Organization for N	Audio Data Preparation and Augmentation using Tensor Flow
147	C	2026-03	10.62527/joiv.10.2.4389	?	JOIV International Journal on Informatic	Pixel Value Graphical Password Scheme: Analysis of Similarity Accuracy on Clustered PassPix Library
148	A	2026-03	10.1016/j.csl.2026.101986	Technion – Israel Institute of Technology; Northwestern University	Computer Speech & Language	Open-vocabulary keyword spotting with hyper-matched filters for small footprint devices
149	C	2026-03	arxiv.org/abs/2603.25460v1	?	arXiv (Cornell University)	CLAR: CIF-Localized Alignment for Retrieval-Augmented Speech LLM-Based Contextual ASR
150	C	2026-03	10.4121/2d666c98-a3a2-455e-8b06-512325dab449	?	4TU.ResearchData	Code supporting the publication: Can you hear it? backdoor attacks via ultrasonic triggers.
151	A	2026-03	10.1109/jiot.2026.3676917	Politecnico di Torino	IEEE Internet of Things Journal	Runtime Feature Compression for Adaptive Keyword Spotting on Embedded Systems
152	C	2026-03	10.1016/j.bspc.2026.110065	University of Electronic Science and Technology of China; Shanghai Chengtou (China); MicroPort (China)	Biomedical Signal Processing and Control	CIGAN: rehabilitation-oriented few-shot speech separation for cocktail party problem in Cochlear implant users
153	C	2026-03	10.48550/arxiv.2603.20554	?	VUBIR (Vrije Universiteit Brussel)	When Negation Is a Geometry Problem in Vision-Language Models
154	N	2026-03	10.1007/s10032-026-00571-z	Cochin University of Science and Technology	International Journal on Document Analys	An end-to-end malayalam handwritten word spotting framework integrated with automatic annotation
155	C	2026-03	10.1038/s41598-026-38201-7	Naval Medical Research Command; Donghua University; Shanghai Medical Information Center	Scientific Reports	LoRA-enhanced whisper for resource-efficient heliox speech recognition
156	C	2026-03	arxiv.org/abs/2603.22295v1	?	arXiv (Cornell University)	Whether, Not Which: Mechanistic Interpretability Reveals Dissociable Affect Reception and Emotion Categorization in LLMs
157	C	2026-03	10.5281/zenodo.19034554	Delhi Technological University	Zenodo (CERN European Organization for N	AIoT Health: Medicine Reminder For The Elderly
158	A	2026-03	10.5281/zenodo.18992711	Odesа Polytechnic National University	Zenodo (CERN European Organization for N	Speech Interface: Wake Word Detection, On-Device ASR, and Natural Language Command Parsing for Humanoid Robots
159	C	2026-03	10.5281/zenodo.19000695	?	Zenodo (CERN European Organization for N	Toward Physics-GPT: Structured Representations for Machine Scientific Reasoning
160	C	2026-03	10.5281/zenodo.18965451	?	Zenodo (CERN European Organization for N	CSLV: Cross-Source Logical Validation for Reducing Source-Induced Reasoning Bias in Large Language Models
161	A	2026-03	arxiv.org/abs/2603.09505v1	Midea Group (China)	arXiv (Cornell University)	End-to-End Direction-Aware Keyword Spotting with Spatial Priors in Noisy Environments
162	A	2026-03	10.5281/zenodo.18936137	Centre for Development of Advanced Computing	Zenodo (CERN European Organization for N	Spoken Term Discovery Dataset for Indian Langauges
163	C	2026-03	10.48175/ijarsct-31483	?	International Journal of Advanced Resear	Google Voice Assistant with Re-Speaker Using Raspberry Pi
164	A	2026-03	arxiv.org/abs/2603.05821v2	Jiangsu University; The University of Melbourne	arXiv (Cornell University)	ImKWS: Test-Time Adaptation for Keyword Spotting with Class Imbalance
165	C	2026-03	10.1109/wacv61042.2026.00131	Politecnico di Milano		MARS: a Multimodal Alignment and Ranking System for Few-Shot Segmentation
166	A	2026-03	arxiv.org/abs/2603.18024v1	?	arXiv (Cornell University)	ProKWS: Personalized Keyword Spotting via Collaborative Learning of Phonemes and Prosody
167	A	2026-03	arxiv.org/abs/2603.18023v1	?	arXiv (Cornell University)	PCOV-KWS: Multi-task Learning for Personalized Customizable Open Vocabulary Keyword Spotting
168	C	2026-03	arxiv.org/abs/2603.04134v1	?	arXiv (Cornell University)	InstMeter: An Instruction-Level Method to Predict Energy and Latency of DL Model Inference on MCUs
169	C	2026-03	10.1038/s41746-026-02498-5	SNUH SMG-SNU Boramae Medical Center; Korea University; Chung-Ang University; Incheon Medical Center	npj Digital Medicine	Deep language model-based early recognition of out-of-hospital cardiac arrest from real-time emergency calls
170	C	2026-02	10.62311/nesx/rp-f62026	?	International Journal of Academic and In	Ultra-Low-Power Edge Intelligence: Green AI Algorithms and Hardware Co-Design
171	C	2026-02	10.55041/ijsrem57100	?	INTERANTIONAL JOURNAL OF SCIENTIFIC RESE	AI-Powered Local Wake-Word SOS Activation System
172	C	2026-02	10.1109/ncc68160.2026.11479070	Samsung (India)		Reducing False Wake-up Activations in Voice Assistants using Deep Liveness Detection
173	A	2026-02	arxiv.org/abs/2603.02247v1	?	arXiv (Cornell University)	OnDA: On-device Channel Pruning for Efficient Personalized Keyword Spotting
174	C	2026-02	10.36948/ijfmr.2026.v08i01.69599	Department of Commerce	International Journal For Multidisciplin	Implementing Spiking Neural Networks forEdge AI: A Practical Pipeline, Benchmarks, andDeployment on Neuromorphic Hardware
175	C	2026-02	10.1109/southeastcon63549.2026.11476185	Cornell University		Trend-Aware Tinyml Co-Design on Microcontrollers: Quantization, Structured Sparsity, and On-Device Adaptation Under Tight Memory-Energy Budgets
176	A	2026-02	10.1109/jssc.2026.3660634	Korea Advanced Institute of Science and Technology; ETH Zurich; Columbia University	IEEE Journal of Solid-State Circuits	A 7.5- μ W 35-Keyword End-to-End Keyword Spotting System With Random Augmented On-Chip Training
177	A	2026-02	arxiv.org/abs/2602.16442v1	AGH University of Krakow; Keio University; Universidad Santo Tomás; Krakow Cardiovascular Research Institute	arXiv (Cornell University)	Hardware-accelerated graph neural networks: an alternative approach for neuromorphic event-based audio classification and keyword spotting on SoC FPGA
178	A	2026-02	10.3390/app16042021	Chinese Academy of Sciences; Institute of Microelectronics; University of Chinese Academy of Sciences	Applied Sciences	SSKD: Stepwise Self-Knowledge Distillation for Binary Neural Networks in Keyword Spotting
179	C	2026-02	10.1109/icarc68737.2026.11453529	University of Ruhuna		Real-Time Emotion and Facial Expression-Driven Human-Computer Interaction for Personalized Experiences
180	C	2026-02	arxiv.org/abs/2602.15519v3	Shanghai Normal University; China United Network Communications Group (China)	arXiv (Cornell University)	Enroll-on-Wakeup: A First Comparative Study of Target Speech Extraction for Seamless Interaction in Real Noisy Human-Machine Dialogue Scenarios
181	A	2026-02	10.1109/tcsi.2026.3660367	Southeast University	IEEE Transactions on Circuits and System	A 2.2-$μ$W Keyword Spotting System With Filterbank Learning and Attention-Aware Soft-Threshold Denoising in 28-nm CMOS
182	C	2026-02	10.58723/ijsei.v2i1.151	Shaheed Benazir Bhutto University; Benazir Bhutto Shaheed University Lyari	International Journal of Sustainable Eng	Neuromorphic Computing Chips for Edge AI: A Comprehensive Analysis of Brain-Inspired Hardware Architecture for Real-Time Intelligent Systems
183	C	2026-02	10.1016/j.csl.2026.101954	National Institute of Technology Patna	Computer Speech & Language	Modeling the temporal envelope of sub-band signals for improving the performance of children’s speech recognition system in zero-resource scenario
184	C	2026-02	10.1201/9781003679622-87	?		BrailleMail: Voice-Controlled Email Assistant
185	C	2026-02	10.1109/jssc.2026.3655426	University of Twente	IEEE Journal of Solid-State Circuits	A 475-nW Area-Efficient Programmable Analog Feature Extraction Filterbank for Audio Classification
186	A	2026-02	arxiv.org/abs/2602.08930v3	University of San Diego; University of California San Diego; Bose (United States)		No Word Left Behind: Mitigating Prefix Bias in Open-Vocabulary Keyword Spotting
187	C	2026-02	10.48713/10336_47469	?	Open MIND	Cuidado neonatal mediante internet de las cosas médicas: validación y evaluación de un sistema de monitoreo en incubadoras
188	C	2026-02	10.5281/zenodo.18496125	?	Zenodo (CERN European Organization for N	Technical details on the Narrascope query language
189	C	2026-02	10.1109/aixdke67294.2026.00035	University of Oklahoma		Comparative Analysis of Neuromorphic Hardware Architectures for Real-Time, Energy-Efficient Edge Intelligence
190	C	2026-01	10.1007/s00034-025-03490-2	Fudan University; Shenzhen University	Circuits Systems and Signal Processing	An Ultra-Low-Power Keyword-Spotting Processor with Trainable MFCC-CNN Framework and Multiplication-Efficient Acceleration
191	A	2026-01	arxiv.org/abs/2601.16316v1	?	arXiv (Cornell University)	EdgeSpot: Efficient and High-Performance Few-Shot Model for Keyword Spotting
192	A	2026-01	arxiv.org/abs/2601.16158v1	University of Kentucky	arXiv (Cornell University)	Domain-Incremental Continual Learning for Robust and Efficient Keyword Spotting in Resource Constrained Systems
193	C	2026-01	10.1109/iitcee67948.2026.11394087	Aims Community College		A Privacy-Preserving Multimodal Smart Mirror with Edge AI, Blockchain Security and Quantum-Inspired Optimization for Personalized Wellness
194	A	2026-01	arxiv.org/abs/2601.14012v1	Samsung (South Korea)		MATE: Matryoshka Audio-Text Embeddings for Open-Vocabulary Keyword Spotting
195	B	2026-01	arxiv.org/abs/2601.12769v1	Donghua University; Midea Group (China)		Adaptive Speaker Embedding Self-Augmentation for Personal Voice Activity Detection with Short Enrollment Speech
196	A	2026-01	10.1109/iceic69189.2026.11385978	Korea Electronics Technology Institute; University of Seoul		Keyword Spotting for Edge AI: Lightweight Decoding and Training-Free Debiasing
197	C	2026-01	10.1002/9781119615996.ch14	?		Speech Recognition
198	A	2026-01	10.1109/jiot.2026.3654437	Richard Wolf (Germany); Huawei Technologies (United States); KU Leuven	IEEE Internet of Things Journal	Efficient On-Device Domain Learning for Keyword Spotting on Ultra-Low-Power Platforms
199	C	2026-01	10.1016/j.is.2026.102687	University of Utah; University of Massachusetts Amherst	Information Systems	Example-driven semantic-similarity-aware query intent discovery: Empowering users to cross the SQL barrier through query by example
200	A	2026-01	10.1080/08961530.2025.2609081	University of Salford	Journal of International Consumer Market	Digital Boundary Translation Theory: How Cultural Hotwords Navigate Cross-Linguistic Privacy Boundaries in Digital Consumer Behavior
201	C	2026-01	10.1109/aisns67921.2026.11440635	Nanfang Hospital; Nanfang College Guangzhou; Guangzhou Panyu Polytechnic; Guangdong Polytechnic Normal University		Robust Device-Directed Speech Detection on the Edge via Adversarial Preprocessing and Semantic Masking
202	C	2026-01	10.22541/au.176789702.20056088/v1	?		OpsisVision: A Multimodal AI Assistance System for the Blind and Visually Impaired with Hybrid Edge-Cloud Architecture
203	C	2026-01	10.48448/vh2x-ff87	?	Underline Science Inc.	Time Shuffle: A Transferability-Booster for Multiple Audio Adversarial Tasks
204	C	2026-01	10.1109/comsnets67989.2026.11418141	Sri Sri University		FedVAD: A Privacy-Preserving Federated Voice Anomaly Detection Framework for Child Safety
205	C	2026-01	10.56726/irjmets88166	?	International Research Journal of Modern	SMART MULTILANGUAGE VOICE BASED TICKET VENDING SYSTEM
206	A	2026-01	10.1016/j.compeleceng.2025.110921	National Institute of Technology Sikkim	Computers & Electrical Engineering	Role of SSL models: Finetuning and feature optimization for dysarthric speech recognition and keyword spotting
207	A	2026-01	https://lup.lub.lu.se/student-papers/record/9235367	?	Lund University Publications Student Pap	40nm CMOS Ultra-Low-Power Keyword Spotting Hardware Design
208	A	2026-01	10.1109/access.2026.3698241	Vellore Institute of Technology University	IEEE Access	Empirical Evidence of Quantum Kernel Concentration in Few-Shot Keyword Spotting
209	A	2026-01	10.1109/taslpro.2026.3703217	Hanyang University	IEEE Transactions on Audio Speech and La	Mixup-Augmented Teacher-Guided Knowledge Distillation for Noise-Robust Keyword Spotting
210	C	2026-01	10.1007/978-981-96-9239-2_6	National Institute of Technology Durgapur	Lecture notes in networks and systems	Multilingual Keyword-Spotting System in Indian Languages for Inclusive Education System Applications
211	A	2026-01	10.1109/access.2026.3720224	National Taipei University of Technology	IEEE Access	Prototype Guided Supervised Adversarial Domain Adaptation for Noise-Robust Keyword Spotting
212	A	2026-01	10.1007/978-981-95-5382-2_21	Hangzhou Dianzi University	Communications in computer and informati	NC-KWS: Few-Shot Class-Incremental Keyword Spotting Based on Neural Collapse
213	A	2026-01	10.1007/978-981-95-7084-3_30	Inner Mongolia University of Technology	Lecture notes in computer science	Enhancing Keyword Spotting in Mongolian Lead-Type Newspapers Through Intermediate Encoding Within a Multimodal Framework
214	A	2026-01	10.1109/tcsi.2026.3717749	Hanyang University; Korea Advanced Institute of Science and Technology; Seoul National University of Science and Technology; Columbia University	IEEE Transactions on Circuits and System	KWS-CIM: A Charge-Domain eDRAM-Based Compute-in-Memory Macro for Ternary DFSMN Keyword Spotting
215	A	2026-01	10.47857/irjms.2026.v07i01.08737	?	International Research Journal of Multid	Global and Local Feature Extraction Using Deep Learning Technique for Keyword Spotting in Ancient Tamil Inscriptions
216	A	2026-01	10.1109/tcad.2026.3704482	Shenzhen University	IEEE Transactions on Computer-Aided Desi	APOT-Quantized MFCC Accelerator with FFT Inter-Stage Storage Optimization for Low-Power Keyword Spotting
217	A	2026-01	10.5281/zenodo.19330582	?	Zenodo (CERN European Organization for N	Comparative Analysis of Post-Training Quantization vs. Quantization-Aware Training for Keyword Spotting: 2025-2026 Advances in Hardware Co-Design
218	A	2026-01	10.1109/jssc.2026.3681481	Commissariat à l'Énergie Atomique et aux Énergies Alternatives; Laboratoire d'Électronique des Technologies de l'Information; Université Grenoble Alpes	IEEE Journal of Solid-State Circuits	A 0.4-V 988-nW Tiny Footprint Time-Domain Audio Feature Extraction ASIC for Keyword Spotting Using Injection-Locked Oscillators
219	C	2026-01	10.5281/zenodo.18703701	?	Zenodo (CERN European Organization for N	CNN for Keyword
220	C	2026-01	10.1109/access.2026.3684723	Moscow Institute of Physics and Technology; Moscow Power Engineering Institute; Institute of Physics and Technology; Moscow Aviation Institute	IEEE Access	Convolution-Centering Semantic Analysis: Beyond Normalization in Deep Networks
221	C	2026-01	10.1109/tii.2026.3697192	East China University of Science and Technology	IEEE Transactions on Industrial Informat	CE-MAC: Cloud–Edge Multiagent Collaboration for Adaptive Model Pruning
222	C	2026-01	10.1109/les.2026.3710915	National Institute of Technology Durgapur; STMicroelectronics (Switzerland); STMicroelectronics (Czechia); STMicroelectronics (Italy)	IEEE Embedded Systems Letters	OASI: Objective-Aware Surrogate Initialization for Multi-Objective Bayesian Optimization in TinyML
223	C	2026-01	10.2139/ssrn.6095666	The University of Sydney	SSRN Electronic Journal	Energy Use and Improvement of Speech Algorithms on Intelligent Terminals Authors
224	C	2026-01	10.1007/978-3-032-23187-1_7	Friedrich-Alexander-Universität Erlangen-Nürnberg; Schaeffler (Germany)	Communications in computer and informati	OpTC: Automatic Compression and Performance Estimation for Deployment of Neural Networks on AURIX TC3xx Microcontrollers
225	C	2026-01	10.1109/ojcas.2026.3656510	The University of Tokyo	IEEE Open Journal of Circuits and System	A Connectivity-Aware Via-Programmable DNN Processor Using a Single Photomask
226	C	2026-01	10.2139/ssrn.6615303	Synlab Czech (Czechia); New York City Fire Department	SSRN Electronic Journal	Privacy-Preserving Shelf-Edge Feedback Telemetry in Perfumery Retail: Planogram-Locked Voice-to-Tag Aggregates and Their Relationship to Sales
227	C	2026-01	https://uvadoc.uva.es/handle/10324/84481	?	University of Valladolid Documentary Rep	Diseño y evaluación de un sistema de activación por palabras clave para servicios de voz en escenarios con ruido de fondo
228	C	2026-01	10.1109/access.2026.3675314	Chinese Academy of Sciences; Institute of Microelectronics	IEEE Access	A 512-Neuron 500 k-Synapse 3.58-pJ/SOP Reconfigurable Spiking Neural Network With Time-Step Update Packet Aggregation and LIF/ALIF Neurons
229	C	2026-01	10.1109/mce.2026.3698593	Flinders University; University of Swat; Sungkyunkwan University; Kean University	IEEE Consumer Electronics Magazine	Lightweight Differential Privacy for Federated Learning on Consumer AIoT Devices
230	C	2026-01	10.1109/tbcas.2026.3708212	Tsinghua University	IEEE Transactions on Biomedical Circuits	ANP-R: A 22nm 0.88pJ/SOP Asynchronous SNN-based Processor with Coarse-Grained Reconfigurable Architecture Enabling Multisensory On-chip Incremental Learning for Edge AI
